4.000e+00 3.079e-06 1.201e-05 7.742e-06
8.000e+00 1.384e-05 1.307e-04 3.655e-05
1.600e+01 4.232e-05 1.550e-03 1.082e-04
3.200e+01 5.212e-04 4.751e-02 1.435e-03
6.400e+01 9.057e-03 1.620e+00 2.466e-02
