          4    1.08e-07    4.95e-07
          8     9.4e-08    4.98e-07
         16    1.06e-07    9.13e-07
         32    1.25e-07   1.704e-06
         64    2.03e-07   4.868e-06
        128    2.63e-07  1.7025e-05
        256    5.02e-07  6.3469e-05
        512   1.051e-06 0.000277326
       1024    2.17e-06 0.000995552
       2048   3.599e-06  0.00342601
       4096   4.899e-06  0.00958132
       8192  1.0855e-05   0.0453573
      16384  2.3866e-05    0.194138
