      32    4e-06    2e-06
      64  1.4e-05    8e-06
     128 0.000215    3e-05
     256  0.00096 0.000152
     512 0.004855 0.000317
    1024 0.015411 0.000812
    2048 0.061554 0.003728
    4096 0.279335 0.016879
    8192  1.47042 0.069261
