          4    6.91e-07    6.28e-07   1.917e-06   1.895e-06
          8   2.609e-06   2.296e-06    4.36e-06   3.154e-06
         16  1.9023e-05  1.6167e-05  1.4162e-05   8.028e-06
         32  9.4564e-05  9.1407e-05   3.257e-05  2.3764e-05
         64 0.000320426 0.000314466   8.325e-05  7.8575e-05
        128  0.00246255  0.00248047 0.000580089 0.000448935
        256   0.0299533   0.0295089   0.0048225  0.00328467
        512    0.291017     0.26253   0.0397976   0.0255223
       1024     6.55477     6.98595    0.506982    0.193416
